epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,2259.31,1.57804,1.47561,1.91583,1.35565,0.32318,0.39163,0.28718,0.11418,0.36991,0.4335,0.35385,0.12644,1.86431,1.53,1.9824,1.54333,8.3962e-05,8.3962e-05,8.3962e-05
83,2286.78,1.62107,1.46012,1.90984,1.36454,0.29633,0.40887,0.28021,0.11246,0.35846,0.44727,0.35778,0.12431,1.86742,1.52253,1.97202,1.55352,8.3764e-05,8.3764e-05,8.3764e-05
84,2314.24,1.59686,1.47884,1.86701,1.34655,0.30553,0.40528,0.28205,0.11596,0.37088,0.45157,0.36831,0.12826,1.85764,1.51986,1.96376,1.54841,8.3566e-05,8.3566e-05,8.3566e-05
85,2341.78,1.59165,1.49845,1.89518,1.33398,0.31898,0.39409,0.2994,0.11702,0.3693,0.44581,0.3635,0.13025,1.84672,1.52327,1.96751,1.52529,8.3368e-05,8.3368e-05,8.3368e-05
86,2369.29,1.58186,1.46071,1.85169,1.32897,0.33032,0.37685,0.29632,0.118,0.39736,0.42118,0.37595,0.1333,1.8291,1.51859,1.95723,1.50917,8.317e-05,8.317e-05,8.317e-05
87,2396.74,1.60166,1.50046,1.87792,1.34104,0.32534,0.40887,0.28612,0.11907,0.38203,0.45567,0.36792,0.13055,1.83733,1.51747,1.96463,1.51116,8.2972e-05,8.2972e-05,8.2972e-05
88,2424.09,1.573,1.49929,1.89,1.33663,0.31185,0.4208,0.28152,0.11349,0.37728,0.43103,0.36539,0.12901,1.85483,1.5201,1.97207,1.53651,8.2774e-05,8.2774e-05,8.2774e-05
89,2451.53,1.55731,1.46679,1.85144,1.31318,0.32641,0.39655,0.29241,0.11699,0.40404,0.43584,0.38068,0.13227,1.84772,1.51322,1.9598,1.52314,8.2576e-05,8.2576e-05,8.2576e-05
90,2478.8,1.57631,1.46898,1.84767,1.32858,0.33189,0.39409,0.28714,0.11682,0.43827,0.39901,0.37442,0.1326,1.85725,1.5098,1.96388,1.53026,8.2378e-05,8.2378e-05,8.2378e-05
91,2506.06,1.5754,1.45083,1.84814,1.33528,0.3208,0.39901,0.2863,0.11506,0.41444,0.40394,0.36985,0.12896,1.84917,1.51229,1.96641,1.52801,8.218e-05,8.218e-05,8.218e-05
92,2533.5,1.55818,1.44749,1.84111,1.32847,0.31907,0.42611,0.29559,0.1203,0.37499,0.47289,0.36445,0.13053,1.8372,1.51069,1.94644,1.52536,8.1982e-05,8.1982e-05,8.1982e-05
93,2560.9,1.55666,1.51359,1.84249,1.31347,0.32937,0.42611,0.29883,0.11929,0.40446,0.47006,0.38066,0.13166,1.83,1.50841,1.93881,1.51467,8.1784e-05,8.1784e-05,8.1784e-05
94,2588.57,1.59268,1.43411,1.81328,1.31896,0.33278,0.39409,0.28248,0.11149,0.38697,0.41626,0.35379,0.1244,1.87421,1.51104,1.96812,1.54352,8.1586e-05,8.1586e-05,8.1586e-05
95,2615.83,1.57791,1.45576,1.82913,1.31892,0.34541,0.4335,0.30741,0.12267,0.39993,0.46784,0.38671,0.13667,1.84673,1.5129,1.93801,1.52465,8.1388e-05,8.1388e-05,8.1388e-05
96,2643.42,1.56456,1.46408,1.80786,1.3146,0.31529,0.43596,0.30139,0.12067,0.37724,0.4655,0.38396,0.13696,1.86233,1.50785,1.94106,1.53918,8.119e-05,8.119e-05,8.119e-05
