epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,4986.82,1.23815,1.18546,1.15935,1.23511,0.39979,0.35468,0.2677,0.09745,0.42472,0.39163,0.31657,0.10312,2.32232,1.85478,2.22591,2.19098,0.00149708,0.00149708,0.00149708
129,5025.62,1.22662,1.17804,1.11508,1.22762,0.38577,0.37685,0.30509,0.11018,0.42587,0.4257,0.36607,0.12026,2.26288,1.76508,2.14138,2.14276,0.00149312,0.00149312,0.00149312
130,5064.45,1.20799,1.19227,1.12906,1.22577,0.34704,0.37192,0.2697,0.09607,0.40763,0.39655,0.33013,0.11173,2.27211,1.76361,2.18598,2.17864,0.00148916,0.00148916,0.00148916
131,5103.26,1.23297,1.18607,1.15875,1.22195,0.35041,0.41055,0.30508,0.1153,0.38403,0.43103,0.35965,0.12797,2.24258,1.77646,2.11707,2.09638,0.0014852,0.0014852,0.0014852
132,5142.12,1.21026,1.18628,1.11187,1.20226,0.37387,0.40148,0.3091,0.10855,0.40987,0.45846,0.3613,0.11946,2.30329,1.76714,2.10329,2.19329,0.00148124,0.00148124,0.00148124
133,5181.03,1.18506,1.16168,1.09708,1.18829,0.35707,0.40394,0.30814,0.10775,0.39861,0.46552,0.3505,0.11793,2.31711,1.84131,2.09478,2.17876,0.00147728,0.00147728,0.00147728
134,5219.9,1.18541,1.14394,1.08148,1.18772,0.35042,0.3867,0.27844,0.10577,0.40897,0.44828,0.35242,0.11851,2.35306,1.82586,2.2437,2.2061,0.00147332,0.00147332,0.00147332
135,5258.82,1.17727,1.1494,1.0446,1.18921,0.33469,0.41872,0.27846,0.10858,0.37749,0.46305,0.33469,0.11795,2.28683,1.76907,2.23289,2.16165,0.00146936,0.00146936,0.00146936
136,5297.61,1.20471,1.14713,1.08611,1.22006,0.31562,0.44641,0.27087,0.09349,0.37525,0.52709,0.35425,0.10784,2.35474,1.8141,2.14844,2.24714,0.0014654,0.0014654,0.0014654
137,5336.36,1.16869,1.16645,1.07285,1.183,0.33703,0.44581,0.28285,0.10232,0.36586,0.4803,0.34275,0.11149,2.28144,1.827,2.17074,2.2219,0.00146144,0.00146144,0.00146144
138,5375.22,1.12652,1.11057,1.02113,1.16388,0.3159,0.38424,0.2679,0.09559,0.39495,0.41133,0.32242,0.10733,2.33084,1.83858,2.35053,2.20683,0.00145748,0.00145748,0.00145748
139,5414.12,1.12849,1.0943,1.01598,1.18195,0.35839,0.39409,0.27761,0.10621,0.41768,0.42365,0.33867,0.11931,2.29993,1.80946,2.25182,2.21778,0.00145352,0.00145352,0.00145352
140,5452.93,1.16766,1.14052,1.0166,1.17303,0.32649,0.40394,0.27353,0.10096,0.40236,0.40394,0.34161,0.11476,2.31121,1.77921,2.23756,2.20573,0.00144956,0.00144956,0.00144956
141,5491.7,1.1712,1.15078,1.02987,1.17829,0.38205,0.37192,0.27587,0.09846,0.38296,0.4335,0.32975,0.10736,2.3327,1.82232,2.24806,2.22748,0.0014456,0.0014456,0.0014456
142,5530.64,1.13142,1.12933,1.04218,1.16596,0.34251,0.35961,0.26188,0.09112,0.40625,0.37685,0.3246,0.10115,2.37127,1.81335,2.30657,2.27581,0.00144164,0.00144164,0.00144164
143,5569.47,1.16071,1.12356,0.98078,1.17317,0.37639,0.35714,0.27912,0.09935,0.4268,0.40165,0.33241,0.11024,2.44376,1.85828,2.34567,2.38948,0.00143768,0.00143768,0.00143768
144,5608.4,1.1307,1.10972,1.00765,1.1682,0.37986,0.37438,0.28871,0.09948,0.41671,0.42611,0.34103,0.11203,2.37991,1.7856,2.21923,2.25654,0.00143372,0.00143372,0.00143372
145,5647.21,1.12849,1.10979,0.98298,1.14714,0.33316,0.37438,0.24033,0.0882,0.38613,0.41831,0.30177,0.09809,2.32817,1.82178,2.2789,2.23001,0.00142976,0.00142976,0.00142976
146,5686.04,1.14275,1.13321,1.00027,1.17652,0.37404,0.37931,0.28174,0.10038,0.41114,0.40394,0.34101,0.1125,2.28603,1.78146,2.23801,2.17582,0.0014258,0.0014258,0.0014258
147,5724.9,1.12156,1.12403,0.98715,1.15446,0.39443,0.34236,0.27873,0.10271,0.42952,0.37685,0.32316,0.11238,2.29819,1.81203,2.3197,2.18915,0.00142184,0.00142184,0.00142184
148,5763.73,1.1069,1.11018,0.9941,1.15452,0.36289,0.3867,0.27036,0.09415,0.39263,0.44089,0.31626,0.10282,2.37769,1.83422,2.23841,2.28281,0.00141788,0.00141788,0.00141788
149,5802.56,1.1181,1.11012,0.98289,1.15615,0.43422,0.31281,0.29008,0.10803,0.43081,0.39409,0.35783,0.12382,2.40806,1.91724,2.21994,2.32969,0.00141392,0.00141392,0.00141392
